ResizePLAB,UseAdaptiveSizePolicyWithSystemGC,UseAdaptiveSizePolicy,UseAdaptiveGCBoundary,CollectGenFirst,UseAdaptiveSizePolicyFootprintGoal,ResizeOldPLAB,UseAdaptiveSizeDecayMajorGCCost,DisableExplicitGC,UseAdaptiveGenerationSizePolicyAtMajorCollection,UseAdaptiveGenerationSizePolicyAtMinorCollection,BindGCTaskThreadsToCPUs,XX:TargetPLABWastePct,XX:AdaptiveSizePolicyWeight,XX:AdaptiveSizeDecrementScaleFactor,XX:AdaptiveSizePolicyCollectionCostMargin,XX:YoungGenerationSizeSupplement,XX:TenuredGenerationSizeSupplementDecay,XX:SurvivorRatio,XX:SurvivorPadding,XX:TargetSurvivorRatio,XX:TenuredGenerationSizeSupplement,XX:MinSurvivorRatio,XX:MaxTenuringThreshold,XX:TenuredGenerationSizeIncrement,XX:PLABWeight,XX:YoungGenerationSizeIncrement,XX:MinHeapFreeRatio,XX:AdaptiveSizePolicyInitializingSteps,XX:MaxHeapFreeRatio,XX:NewRatio,XX:YoungPLABSize,XX:YoungGenerationSizeSupplementDecay,XX:OldPLABSize,XX:AdaptiveSizeMajorGCDecayTimeScale,performance
0.0,-1.0,-2.0,-1.0,-0.0,-1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,23.0,-22.0,-52.0,115.0,90.0,-8.0,-34.0,-6.0,24.0,86.0,-2.0,9.0,-21.0,67.0,-7.0,69.0,29.0,106.0,-3.0,4118.0,-9.0,474.0,9.0,1947.213052995503
1.0,-2.0,3.0,2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,-17.0,29.0,31.0,49.0,100.0,0.0,0.0,-8.0,46.0,82.0,5.0,14.0,5.0,93.0,-20.0,44.0,54.0,58.0,-2.0,87.0,21.0,-2467.0,14.0,457.15233235806227
0.0,-0.0,-3.0,-0.0,-1.0,-0.0,0.0,1.0,1.0,-0.0,2.0,-1.0,31.0,10.0,-13.0,222.0,75.0,26.0,-46.0,4.0,25.0,68.0,14.0,-3.0,-87.0,41.0,-55.0,93.0,170.0,122.0,16.0,-1909.0,-22.0,1551.0,29.0,4712.29148671031
-1.0,-0.0,-1.0,-0.0,0.0,1.0,1.0,-1.0,-1.0,-0.0,2.0,-1.0,25.0,-8.0,33.0,57.0,62.0,-1.0,1.0,-3.0,29.0,39.0,1.0,16.0,-15.0,33.0,107.0,-30.0,-23.0,41.0,5.0,8223.0,9.0,934.0,12.0,8138.15395334363
-1.0,-1.0,2.0,-2.0,1.0,2.0,1.0,-2.0,-0.0,0.0,-0.0,-1.0,19.0,46.0,37.0,35.0,94.0,9.0,30.0,8.0,51.0,82.0,1.0,27.0,46.0,27.0,35.0,28.0,57.0,40.0,1.0,2964.0,5.0,205.0,24.0,-316.8022470679134
-0.0,-1.0,-2.0,2.0,1.0,-1.0,-2.0,2.0,-1.0,3.0,-1.0,0.0,-19.0,-46.0,-16.0,134.0,85.0,6.0,40.0,-23.0,-60.0,57.0,8.0,-9.0,-26.0,147.0,55.0,-25.0,180.0,79.0,65.0,8918.0,11.0,1222.0,7.0,8618.760738521814
1.0,-1.0,0.0,-2.0,2.0,0.0,0.0,2.0,2.0,-2.0,-0.0,-1.0,-35.0,16.0,11.0,46.0,85.0,37.0,6.0,-8.0,-52.0,47.0,14.0,17.0,-20.0,62.0,72.0,-9.0,114.0,89.0,47.0,15390.0,-2.0,1670.0,2.0,7710.05519759655
-0.0,1.0,2.0,-0.0,2.0,-1.0,1.0,-2.0,-0.0,3.0,0.0,1.0,-16.0,4.0,-33.0,95.0,80.0,8.0,-29.0,-12.0,41.0,82.0,9.0,51.0,-49.0,116.0,40.0,122.0,-26.0,64.0,4.0,-4287.0,18.0,-1465.0,-2.0,2826.7659349665046
2.0,-2.0,1.0,0.0,-1.0,-2.0,1.0,-0.0,1.0,-0.0,-0.0,-2.0,2.0,68.0,53.0,61.0,75.0,25.0,16.0,5.0,51.0,53.0,6.0,33.0,33.0,64.0,8.0,3.0,-110.0,57.0,-5.0,4585.0,15.0,-2602.0,12.0,1467.8168425038457
-0.0,1.0,1.0,-0.0,-1.0,2.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,22.0,37.0,11.0,47.0,95.0,10.0,10.0,12.0,30.0,94.0,-9.0,-9.0,74.0,61.0,-21.0,48.0,74.0,61.0,1.0,9688.0,-4.0,300.0,28.0,738.9505036771297
1.0,0.0,-1.0,0.0,-1.0,1.0,-0.0,3.0,0.0,2.0,-1.0,-1.0,-1.0,-37.0,6.0,89.0,61.0,2.0,5.0,-6.0,-53.0,67.0,6.0,13.0,-57.0,114.0,50.0,-22.0,-31.0,93.0,37.0,26442.0,-2.0,1813.0,8.0,2891.241773098707
-2.0,-1.0,-0.0,-0.0,-0.0,1.0,-0.0,-0.0,-2.0,-0.0,-0.0,1.0,-30.0,-22.0,15.0,41.0,86.0,-13.0,3.0,-32.0,-18.0,93.0,-1.0,6.0,8.0,124.0,120.0,16.0,-16.0,89.0,20.0,14238.0,0.0,2295.0,-15.0,6172.523025378585
-0.0,-1.0,-0.0,3.0,1.0,-0.0,1.0,-0.0,2.0,1.0,0.0,-0.0,-37.0,11.0,-41.0,214.0,53.0,18.0,13.0,-1.0,-113.0,94.0,5.0,-49.0,-74.0,86.0,27.0,-18.0,-76.0,95.0,22.0,818.0,-15.0,-4669.0,-13.0,740.0449426323175
2.0,-1.0,0.0,-1.0,2.0,0.0,0.0,1.0,2.0,1.0,-0.0,-1.0,-23.0,-1.0,-58.0,85.0,72.0,2.0,34.0,7.0,-45.0,58.0,7.0,-9.0,-48.0,114.0,97.0,-55.0,48.0,55.0,26.0,724.0,7.0,-1690.0,2.0,1597.40489076823
0.0,0.0,1.0,-0.0,1.0,1.0,-2.0,-1.0,0.0,-0.0,-2.0,1.0,16.0,-13.0,15.0,2.0,110.0,16.0,-27.0,-1.0,7.0,64.0,-1.0,33.0,47.0,38.0,17.0,41.0,50.0,100.0,21.0,23587.0,-5.0,2209.0,19.0,4954.211281448603
1.0,1.0,-1.0,2.0,1.0,-0.0,-1.0,1.0,-0.0,1.0,-0.0,1.0,-16.0,-19.0,2.0,-15.0,85.0,-19.0,7.0,-9.0,27.0,54.0,-3.0,2.0,15.0,55.0,123.0,14.0,23.0,81.0,1.0,5580.0,-2.0,5302.0,-21.0,2551.834450662136
-1.0,0.0,0.0,1.0,-0.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.0,9.0,27.0,-12.0,97.0,82.0,9.0,-16.0,1.0,12.0,86.0,-4.0,-19.0,-19.0,64.0,11.0,80.0,27.0,93.0,20.0,7513.0,-8.0,-209.0,9.0,2881.514650069177
-1.0,1.0,1.0,1.0,-0.0,0.0,1.0,-1.0,-0.0,0.0,-0.0,0.0,11.0,7.0,14.0,96.0,80.0,5.0,-42.0,-9.0,18.0,59.0,0.0,10.0,-6.0,70.0,85.0,-5.0,-22.0,67.0,17.0,10110.0,-0.0,-1869.0,16.0,1325.5358927473426
1.0,-1.0,2.0,-0.0,-0.0,-1.0,-1.0,-1.0,1.0,-0.0,1.0,-1.0,19.0,11.0,-14.0,43.0,89.0,13.0,3.0,5.0,48.0,99.0,4.0,26.0,10.0,85.0,-52.0,62.0,80.0,90.0,10.0,2845.0,11.0,-1785.0,19.0,953.6093782745302
1.0,-1.0,-2.0,-1.0,1.0,-1.0,-0.0,1.0,2.0,-1.0,-2.0,-0.0,-5.0,2.0,-44.0,56.0,78.0,5.0,26.0,6.0,-44.0,115.0,-0.0,0.0,-4.0,125.0,25.0,-15.0,11.0,80.0,14.0,5953.0,3.0,-388.0,4.0,1658.000759318471
-1.0,1.0,-2.0,1.0,-1.0,1.0,-0.0,-2.0,0.0,0.0,-3.0,-0.0,-41.0,-17.0,-66.0,114.0,70.0,-8.0,38.0,16.0,-14.0,68.0,13.0,40.0,-98.0,121.0,92.0,-17.0,33.0,54.0,4.0,-6614.0,18.0,157.0,-36.0,3133.362970508635
1.0,-0.0,-1.0,2.0,3.0,-2.0,2.0,1.0,1.0,-1.0,0.0,-1.0,-9.0,-45.0,-87.0,51.0,88.0,-9.0,42.0,1.0,-84.0,84.0,-3.0,5.0,-54.0,166.0,112.0,-69.0,41.0,83.0,14.0,13042.0,-1.0,1299.0,-10.0,3283.0032127425075
-0.0,-0.0,1.0,-1.0,-0.0,1.0,1.0,1.0,0.0,-0.0,2.0,1.0,22.0,83.0,43.0,119.0,29.0,22.0,29.0,15.0,-31.0,46.0,7.0,-10.0,9.0,44.0,22.0,-1.0,23.0,33.0,22.0,1124.0,0.0,-1961.0,24.0,424.5552937639877
-0.0,-1.0,-1.0,1.0,1.0,-0.0,-0.0,-2.0,-1.0,-0.0,-2.0,-0.0,-18.0,83.0,19.0,13.0,66.0,20.0,42.0,16.0,82.0,39.0,4.0,19.0,71.0,5.0,93.0,3.0,22.0,48.0,2.0,-2108.0,9.0,1897.0,6.0,3320.891739562154
2.0,1.0,2.0,2.0,-1.0,1.0,2.0,0.0,-2.0,0.0,-1.0,1.0,-12.0,45.0,-24.0,90.0,104.0,12.0,39.0,9.0,23.0,82.0,-4.0,-7.0,35.0,63.0,12.0,-17.0,-51.0,56.0,-9.0,364.0,20.0,-6947.0,14.0,-2446.115101441741
0.0,0.0,0.0,-0.0,0.0,-1.0,-0.0,0.0,1.0,-1.0,1.0,-2.0,26.0,14.0,23.0,-56.0,88.0,-13.0,-13.0,-5.0,90.0,45.0,-3.0,26.0,69.0,25.0,65.0,43.0,42.0,28.0,-5.0,4491.0,12.0,1242.0,22.0,-246.71711247507483
-3.0,1.0,-0.0,2.0,-1.0,-2.0,0.0,2.0,1.0,2.0,-0.0,-1.0,-5.0,6.0,-22.0,91.0,93.0,-15.0,-5.0,-3.0,-2.0,50.0,-1.0,-12.0,-6.0,84.0,98.0,-11.0,99.0,58.0,-4.0,-5149.0,10.0,-1277.0,8.0,1409.831869252026
0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-0.0,1.0,-3.0,1.0,-40.0,20.0,-25.0,41.0,112.0,1.0,19.0,-17.0,-15.0,140.0,-5.0,-33.0,58.0,111.0,65.0,57.0,-4.0,44.0,5.0,1705.0,13.0,-2532.0,-3.0,1793.6589502692223
-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-0.0,1.0,-2.0,-2.0,-0.0,-14.0,21.0,-18.0,36.0,84.0,2.0,-10.0,-18.0,25.0,64.0,10.0,75.0,-13.0,95.0,101.0,5.0,5.0,59.0,-6.0,3957.0,30.0,-3473.0,0.0,3321.443060487509
1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,-1.0,2.0,1.0,1.0,-2.0,8.0,31.0,1.0,108.0,60.0,24.0,44.0,25.0,-27.0,21.0,8.0,33.0,-61.0,53.0,35.0,-43.0,50.0,47.0,25.0,8702.0,-6.0,53.0,2.0,779.0925601758063
-0.0,2.0,-0.0,0.0,1.0,-2.0,0.0,-1.0,-0.0,-1.0,-2.0,-3.0,27.0,29.0,-25.0,92.0,55.0,3.0,4.0,12.0,37.0,75.0,-7.0,-17.0,-44.0,53.0,97.0,13.0,53.0,71.0,14.0,6798.0,-26.0,-217.0,8.0,4729.487777844071
0.0,-1.0,-0.0,1.0,-2.0,-2.0,0.0,1.0,3.0,1.0,1.0,-1.0,-10.0,-8.0,-8.0,33.0,93.0,-17.0,43.0,6.0,3.0,106.0,-6.0,-48.0,41.0,101.0,95.0,-17.0,-117.0,77.0,-8.0,-1654.0,-5.0,2250.0,-22.0,384.57497461978346
0.0,1.0,1.0,2.0,1.0,3.0,-1.0,1.0,1.0,2.0,0.0,-2.0,19.0,38.0,-8.0,19.0,58.0,-12.0,-2.0,5.0,22.0,22.0,0.0,28.0,-19.0,26.0,105.0,-52.0,74.0,25.0,6.0,5054.0,23.0,-3111.0,30.0,-103.5259786057286
2.0,0.0,-0.0,1.0,-0.0,-1.0,3.0,3.0,-1.0,-1.0,1.0,-1.0,-5.0,15.0,-40.0,77.0,84.0,18.0,21.0,11.0,38.0,38.0,3.0,31.0,-27.0,87.0,60.0,26.0,88.0,69.0,2.0,837.0,-6.0,803.0,1.0,1849.4874254614115
-0.0,1.0,1.0,0.0,-1.0,1.0,-0.0,2.0,-0.0,0.0,-3.0,1.0,0.0,40.0,29.0,58.0,25.0,16.0,46.0,19.0,-16.0,3.0,15.0,34.0,6.0,-29.0,80.0,-43.0,40.0,87.0,29.0,11590.0,8.0,697.0,23.0,-695.6186001487076
0.0,-1.0,2.0,-2.0,-1.0,1.0,1.0,1.0,0.0,-0.0,0.0,2.0,-6.0,21.0,-11.0,68.0,79.0,-3.0,-26.0,-11.0,71.0,100.0,3.0,30.0,-6.0,97.0,38.0,119.0,-138.0,114.0,23.0,3801.0,7.0,58.0,-2.0,4152.722765773535
2.0,2.0,-1.0,1.0,-2.0,-0.0,-1.0,-2.0,1.0,-0.0,-1.0,0.0,2.0,44.0,2.0,113.0,39.0,25.0,10.0,24.0,-19.0,61.0,6.0,-4.0,-10.0,46.0,13.0,7.0,98.0,91.0,33.0,13610.0,-8.0,-172.0,9.0,-330.0806841943413
0.0,1.0,-0.0,-1.0,-0.0,2.0,-1.0,1.0,1.0,-1.0,-2.0,-1.0,25.0,49.0,14.0,176.0,98.0,13.0,-29.0,14.0,59.0,54.0,1.0,3.0,7.0,56.0,17.0,23.0,-39.0,67.0,9.0,4102.0,-3.0,-3889.0,27.0,76.46025499841198
1.0,-1.0,-2.0,-1.0,-1.0,1.0,2.0,1.0,1.0,0.0,-1.0,-1.0,-11.0,57.0,3.0,45.0,91.0,3.0,3.0,5.0,127.0,80.0,2.0,28.0,19.0,65.0,55.0,100.0,-130.0,49.0,-20.0,-16134.0,7.0,1138.0,-2.0,1878.2707382515073
0.0,-2.0,1.0,-1.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,2.0,1.0,15.0,-25.0,-52.0,159.0,81.0,4.0,-6.0,-1.0,-7.0,88.0,3.0,31.0,-57.0,81.0,0.0,-13.0,-4.0,104.0,13.0,10243.0,-12.0,-2804.0,4.0,1721.6245756447315
0.0,-0.0,-1.0,0.0,1.0,-1.0,-2.0,1.0,3.0,1.0,-3.0,0.0,-14.0,-3.0,-39.0,61.0,85.0,-2.0,-6.0,-5.0,17.0,99.0,7.0,10.0,-23.0,131.0,7.0,70.0,45.0,72.0,-2.0,-2671.0,17.0,-2821.0,3.0,1966.9634667560458
1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-1.0,2.0,-2.0,-3.0,1.0,8.0,22.0,14.0,-53.0,110.0,-8.0,8.0,3.0,0.0,125.0,-10.0,-19.0,80.0,106.0,28.0,50.0,8.0,77.0,-3.0,19408.0,1.0,324.0,12.0,131.83460278389975
-1.0,-1.0,1.0,-1.0,0.0,-2.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,4.0,63.0,-10.0,131.0,94.0,12.0,16.0,6.0,-7.0,47.0,7.0,-13.0,2.0,51.0,5.0,20.0,45.0,102.0,3.0,-8835.0,-2.0,-1626.0,19.0,1694.940448578447
1.0,2.0,-1.0,0.0,0.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,17.0,24.0,-46.0,65.0,52.0,-18.0,33.0,31.0,47.0,46.0,4.0,10.0,-46.0,51.0,45.0,29.0,-53.0,37.0,-7.0,-7745.0,6.0,159.0,-20.0,1812.8550209850073
1.0,1.0,1.0,-0.0,-0.0,-0.0,-2.0,1.0,-3.0,-1.0,-0.0,-1.0,-1.0,-7.0,-43.0,19.0,75.0,-1.0,-5.0,-9.0,16.0,33.0,-5.0,39.0,-48.0,52.0,100.0,14.0,102.0,93.0,-0.0,8151.0,0.0,1919.0,1.0,1200.7912225574255
-0.0,0.0,2.0,-1.0,1.0,1.0,-1.0,-2.0,-2.0,1.0,-2.0,-1.0,1.0,31.0,-13.0,86.0,83.0,9.0,-5.0,-0.0,115.0,83.0,-1.0,39.0,-18.0,66.0,42.0,86.0,-25.0,51.0,-7.0,-7885.0,11.0,-1079.0,7.0,476.0619493275881
1.0,0.0,1.0,2.0,2.0,1.0,-1.0,2.0,1.0,-2.0,-0.0,-2.0,5.0,4.0,-68.0,-8.0,99.0,-9.0,11.0,-1.0,7.0,116.0,-7.0,-12.0,10.0,90.0,24.0,37.0,151.0,55.0,-12.0,2514.0,11.0,-3547.0,14.0,-107.1849152315408
1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-0.0,2.0,-0.0,1.0,16.0,-14.0,-66.0,-40.0,97.0,-18.0,67.0,15.0,16.0,114.0,-9.0,-21.0,83.0,88.0,44.0,-9.0,77.0,46.0,-5.0,6986.0,14.0,1002.0,12.0,-386.5992549555376
-1.0,-1.0,-0.0,2.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,5.0,-10.0,-16.0,68.0,87.0,-2.0,-5.0,-2.0,-6.0,92.0,2.0,35.0,-34.0,86.0,1.0,19.0,-19.0,86.0,-1.0,6469.0,11.0,-1172.0,-2.0,1156.2573789693415
-0.0,-2.0,2.0,-0.0,1.0,-2.0,-1.0,-2.0,1.0,-0.0,-2.0,2.0,2.0,46.0,15.0,5.0,78.0,4.0,8.0,-3.0,60.0,88.0,10.0,38.0,17.0,103.0,4.0,52.0,-151.0,77.0,8.0,3732.0,13.0,-1253.0,4.0,1057.2243609949946
-1.0,2.0,1.0,-2.0,-2.0,0.0,2.0,0.0,2.0,0.0,1.0,-1.0,-7.0,20.0,-26.0,45.0,99.0,-5.0,16.0,16.0,4.0,86.0,-6.0,-51.0,30.0,81.0,66.0,28.0,-43.0,60.0,7.0,9584.0,-11.0,1503.0,-1.0,1651.8049828112125
2.0,-1.0,1.0,0.0,1.0,1.0,0.0,-0.0,-0.0,-1.0,-1.0,-1.0,9.0,2.0,-18.0,9.0,87.0,6.0,37.0,0.0,-2.0,87.0,-2.0,27.0,-10.0,108.0,43.0,-26.0,41.0,80.0,8.0,16548.0,11.0,-789.0,13.0,1630.463099386543
-1.0,-1.0,-0.0,-2.0,-1.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,-29.0,-18.0,-22.0,-32.0,70.0,6.0,6.0,-18.0,-32.0,83.0,8.0,46.0,35.0,89.0,59.0,36.0,205.0,60.0,19.0,10157.0,30.0,1316.0,4.0,7764.91184553504
-2.0,-1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,2.0,1.0,30.0,-18.0,-33.0,-26.0,92.0,-17.0,26.0,14.0,51.0,113.0,-6.0,-13.0,68.0,59.0,7.0,39.0,28.0,83.0,-12.0,2689.0,4.0,1151.0,8.0,-851.1807932853699
0.0,-3.0,-3.0,-0.0,2.0,-0.0,-1.0,-1.0,2.0,-2.0,-2.0,0.0,-16.0,14.0,-17.0,95.0,74.0,7.0,29.0,2.0,-24.0,108.0,2.0,-23.0,44.0,82.0,52.0,17.0,15.0,71.0,-2.0,-2763.0,-3.0,-1002.0,-8.0,1862.2660256251693
2.0,1.0,-1.0,1.0,-0.0,2.0,-1.0,-0.0,2.0,-1.0,1.0,-2.0,23.0,41.0,32.0,63.0,89.0,-0.0,-10.0,14.0,116.0,24.0,6.0,37.0,-29.0,19.0,61.0,9.0,-128.0,44.0,-3.0,1303.0,-8.0,1681.0,5.0,552.8691679183394
-1.0,-1.0,-0.0,1.0,1.0,-0.0,-4.0,-2.0,-1.0,0.0,-2.0,2.0,-29.0,-21.0,7.0,8.0,78.0,-12.0,41.0,-3.0,-8.0,109.0,9.0,2.0,24.0,131.0,15.0,25.0,26.0,87.0,-2.0,5412.0,9.0,1510.0,-12.0,1611.5035095140338
-1.0,-0.0,0.0,0.0,-0.0,2.0,-2.0,-2.0,2.0,1.0,-1.0,0.0,4.0,-9.0,59.0,-22.0,86.0,-0.0,20.0,-3.0,2.0,95.0,5.0,23.0,18.0,109.0,10.0,38.0,-21.0,67.0,7.0,13189.0,2.0,4305.0,11.0,2632.8958959430456
-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,-0.0,-1.0,1.0,0.0,-1.0,12.0,-27.0,-16.0,18.0,104.0,10.0,14.0,5.0,25.0,27.0,-4.0,23.0,21.0,61.0,74.0,-6.0,94.0,46.0,29.0,-792.0,1.0,2990.0,14.0,3259.5917171910405
-0.0,1.0,-1.0,0.0,-0.0,-2.0,2.0,-0.0,1.0,0.0,3.0,-0.0,27.0,-3.0,28.0,-1.0,27.0,17.0,22.0,2.0,44.0,75.0,24.0,82.0,24.0,69.0,-29.0,36.0,256.0,65.0,10.0,12787.0,27.0,2861.0,36.0,3246.7477097287774
-2.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-2.0,1.0,0.0,0.0,-3.0,7.0,28.0,13.0,181.0,80.0,23.0,5.0,4.0,-8.0,72.0,-3.0,-44.0,17.0,47.0,-7.0,35.0,8.0,105.0,-4.0,-6502.0,-14.0,-1989.0,13.0,419.2069249339402
-1.0,0.0,-0.0,0.0,0.0,-1.0,2.0,1.0,-1.0,-2.0,-0.0,1.0,35.0,19.0,-30.0,134.0,81.0,18.0,-11.0,12.0,22.0,84.0,9.0,24.0,-12.0,56.0,-63.0,65.0,-14.0,106.0,12.0,7348.0,-0.0,-1906.0,25.0,889.617187179625
0.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-0.0,0.0,2.0,-1.0,1.0,8.0,28.0,-1.0,122.0,70.0,11.0,8.0,19.0,28.0,46.0,0.0,1.0,-14.0,25.0,41.0,60.0,-53.0,53.0,18.0,-7475.0,4.0,312.0,-4.0,6830.69659473002
1.0,2.0,-0.0,-2.0,0.0,-1.0,-0.0,-1.0,-2.0,1.0,-0.0,0.0,-1.0,9.0,-39.0,52.0,90.0,-24.0,13.0,-8.0,48.0,88.0,-7.0,-26.0,72.0,95.0,115.0,60.0,0.0,56.0,-5.0,-1132.0,3.0,727.0,-4.0,435.5543243139982
-0.0,-0.0,0.0,-1.0,-1.0,-0.0,1.0,-2.0,3.0,-1.0,1.0,-0.0,-23.0,46.0,-3.0,103.0,96.0,3.0,23.0,5.0,-41.0,66.0,-1.0,-22.0,54.0,68.0,110.0,-18.0,103.0,52.0,15.0,3115.0,2.0,-4808.0,-7.0,2142.2958253622055
-1.0,-1.0,1.0,-2.0,-0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,16.0,-13.0,-44.0,85.0,84.0,6.0,2.0,7.0,-11.0,95.0,-2.0,-4.0,-28.0,71.0,23.0,5.0,12.0,92.0,8.0,13009.0,-13.0,-910.0,6.0,909.5053232386708
-1.0,-1.0,0.0,-2.0,-1.0,-1.0,-0.0,-0.0,-0.0,2.0,1.0,-2.0,10.0,-52.0,-28.0,86.0,91.0,-21.0,-7.0,-9.0,-15.0,71.0,-3.0,5.0,-23.0,116.0,77.0,-10.0,27.0,97.0,18.0,13367.0,-6.0,3000.0,-0.0,3333.719772964716
3.0,-2.0,-1.0,-2.0,-4.0,-1.0,-2.0,1.0,-1.0,-0.0,1.0,-2.0,18.0,52.0,16.0,12.0,84.0,8.0,35.0,-0.0,61.0,72.0,0.0,13.0,70.0,52.0,77.0,-1.0,195.0,44.0,37.0,-7714.0,5.0,-1208.0,24.0,718.6831995658576
1.0,0.0,-1.0,1.0,-0.0,1.0,-2.0,-0.0,0.0,0.0,-1.0,-0.0,-31.0,4.0,-17.0,121.0,103.0,4.0,35.0,10.0,3.0,83.0,4.0,-30.0,-63.0,107.0,65.0,28.0,23.0,54.0,7.0,-2691.0,-20.0,2775.0,-27.0,3652.61683447659
-2.0,-1.0,0.0,-2.0,0.0,2.0,-0.0,1.0,1.0,-1.0,1.0,-0.0,3.0,0.0,-57.0,118.0,75.0,-14.0,9.0,9.0,-11.0,67.0,-6.0,-7.0,-19.0,57.0,1.0,11.0,7.0,73.0,-14.0,-5639.0,0.0,-4813.0,2.0,1040.373886667192
-2.0,-1.0,-1.0,-2.0,-3.0,2.0,2.0,-1.0,1.0,1.0,-0.0,-1.0,7.0,61.0,-0.0,76.0,82.0,13.0,7.0,9.0,52.0,97.0,7.0,9.0,58.0,32.0,10.0,49.0,64.0,76.0,6.0,-5949.0,6.0,-2837.0,21.0,25.37490514072124
0.0,0.0,-2.0,-2.0,-1.0,-2.0,1.0,-0.0,-0.0,0.0,-0.0,-1.0,2.0,-17.0,-21.0,-1.0,99.0,-16.0,-5.0,-15.0,52.0,106.0,-5.0,-26.0,74.0,94.0,42.0,83.0,61.0,86.0,-5.0,2078.0,10.0,1590.0,3.0,2410.560945995152
-2.0,-0.0,-2.0,0.0,-1.0,2.0,0.0,1.0,-0.0,-0.0,-2.0,1.0,-5.0,-10.0,-20.0,63.0,58.0,2.0,54.0,14.0,-58.0,102.0,1.0,-10.0,9.0,114.0,41.0,-36.0,11.0,60.0,29.0,14090.0,8.0,-730.0,1.0,5495.491430953145
3.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-0.0,-8.0,43.0,2.0,4.0,63.0,21.0,-12.0,-11.0,141.0,47.0,10.0,74.0,26.0,41.0,52.0,125.0,14.0,57.0,-11.0,-8486.0,22.0,11.0,5.0,3026.4554966315627
3.0,1.0,2.0,2.0,-0.0,-0.0,-0.0,0.0,1.0,-1.0,-1.0,1.0,-18.0,4.0,-41.0,41.0,94.0,-2.0,21.0,4.0,-17.0,96.0,-6.0,-36.0,7.0,115.0,69.0,-0.0,-20.0,87.0,6.0,13933.0,-10.0,-1968.0,-9.0,-1450.0045786760747
-1.0,1.0,-1.0,0.0,0.0,0.0,-0.0,1.0,2.0,1.0,0.0,0.0,-1.0,58.0,50.0,277.0,72.0,38.0,-64.0,-1.0,48.0,56.0,9.0,-26.0,-69.0,64.0,-10.0,118.0,6.0,94.0,15.0,-2851.0,-28.0,2528.0,4.0,3024.4224737361073
-0.0,0.0,0.0,-1.0,-1.0,3.0,-2.0,0.0,-1.0,1.0,-1.0,0.0,6.0,20.0,6.0,7.0,83.0,-11.0,44.0,13.0,20.0,107.0,2.0,19.0,22.0,100.0,36.0,-19.0,94.0,99.0,2.0,9139.0,19.0,-80.0,0.0,1516.5880212932825
-1.0,0.0,0.0,-1.0,2.0,0.0,-1.0,-3.0,-0.0,-2.0,-0.0,1.0,37.0,41.0,56.0,9.0,50.0,10.0,11.0,-0.0,108.0,62.0,9.0,35.0,44.0,19.0,51.0,0.0,-108.0,84.0,1.0,16358.0,1.0,467.0,30.0,508.1922593563795
1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,1.0,-0.0,2.0,1.0,-2.0,-8.0,43.0,16.0,76.0,4.0,65.0,-3.0,-55.0,67.0,13.0,-15.0,66.0,91.0,36.0,-42.0,42.0,61.0,58.0,17932.0,13.0,58.0,14.0,7875.804631441832
-2.0,-2.0,-1.0,-0.0,-0.0,1.0,-0.0,-1.0,2.0,-0.0,-1.0,1.0,-8.0,4.0,22.0,-45.0,67.0,-32.0,17.0,-15.0,65.0,72.0,1.0,67.0,21.0,56.0,154.0,-14.0,-120.0,28.0,-13.0,6483.0,19.0,2975.0,-17.0,3453.4205258712173
1.0,-1.0,-1.0,1.0,-0.0,1.0,-0.0,1.0,-2.0,-1.0,-1.0,1.0,7.0,3.0,-48.0,21.0,73.0,4.0,38.0,4.0,-25.0,84.0,-4.0,2.0,12.0,91.0,41.0,-57.0,72.0,43.0,14.0,7496.0,13.0,-1493.0,11.0,-769.5797377917916
0.0,-1.0,-3.0,1.0,-0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,13.0,20.0,-3.0,90.0,8.0,36.0,-2.0,51.0,113.0,-7.0,-36.0,37.0,63.0,33.0,96.0,78.0,82.0,-0.0,-4831.0,3.0,3303.0,-5.0,3516.9133117347956
